# 混淆映射表：可疑码位 -> 它看起来像的字符。TSV，四列，UTF-8、LF。
# 列：可疑码位	目标码位	规则 ID	说明
# 空行与 # 开头的行跳过；同一可疑码位只能出现一次。
U+6120	U+0061	synthetic.bulk	压测条目
U+6121	U+0062	synthetic.bulk	压测条目
U+6122	U+0063	synthetic.bulk	压测条目
U+6123	U+0064	synthetic.bulk	压测条目
U+6124	U+0065	synthetic.bulk	压测条目
U+6125	U+0066	synthetic.bulk	压测条目
U+6126	U+0067	synthetic.bulk	压测条目
U+6127	U+0068	synthetic.bulk	压测条目
U+6128	U+0069	synthetic.bulk	压测条目
U+6129	U+006A	synthetic.bulk	压测条目
U+612A	U+006B	synthetic.bulk	压测条目
U+612B	U+006C	synthetic.bulk	压测条目
U+612C	U+006D	synthetic.bulk	压测条目
U+612D	U+006E	synthetic.bulk	压测条目
U+612E	U+006F	synthetic.bulk	压测条目
U+612F	U+0070	synthetic.bulk	压测条目
U+6130	U+0071	synthetic.bulk	压测条目
U+6131	U+0072	synthetic.bulk	压测条目
U+6132	U+0073	synthetic.bulk	压测条目
U+6133	U+0074	synthetic.bulk	压测条目
U+6134	U+0075	synthetic.bulk	压测条目
U+6135	U+0076	synthetic.bulk	压测条目
U+6136	U+0077	synthetic.bulk	压测条目
U+6137	U+0078	synthetic.bulk	压测条目
U+6138	U+0079	synthetic.bulk	压测条目
U+6139	U+007A	synthetic.bulk	压测条目
U+613A	U+0030	synthetic.bulk	压测条目
U+613B	U+0031	synthetic.bulk	压测条目
U+613C	U+0032	synthetic.bulk	压测条目
U+613D	U+0033	synthetic.bulk	压测条目
U+613E	U+0034	synthetic.bulk	压测条目
U+613F	U+0035	synthetic.bulk	压测条目
U+6140	U+0036	synthetic.bulk	压测条目
U+6141	U+0037	synthetic.bulk	压测条目
U+6142	U+0038	synthetic.bulk	压测条目
U+6143	U+0039	synthetic.bulk	压测条目
U+6144	U+0061	synthetic.bulk	压测条目
U+6145	U+0062	synthetic.bulk	压测条目
U+6146	U+0063	synthetic.bulk	压测条目
U+6147	U+0064	synthetic.bulk	压测条目
U+6148	U+0065	synthetic.bulk	压测条目
U+6149	U+0066	synthetic.bulk	压测条目
U+614A	U+0067	synthetic.bulk	压测条目
U+614B	U+0068	synthetic.bulk	压测条目
U+614C	U+0069	synthetic.bulk	压测条目
U+614D	U+006A	synthetic.bulk	压测条目
U+614E	U+006B	synthetic.bulk	压测条目
U+614F	U+006C	synthetic.bulk	压测条目
U+6150	U+006D	synthetic.bulk	压测条目
U+6151	U+006E	synthetic.bulk	压测条目
U+6152	U+006F	synthetic.bulk	压测条目
U+6153	U+0070	synthetic.bulk	压测条目
U+6154	U+0071	synthetic.bulk	压测条目
U+6155	U+0072	synthetic.bulk	压测条目
U+6156	U+0073	synthetic.bulk	压测条目
U+6157	U+0074	synthetic.bulk	压测条目
U+6158	U+0075	synthetic.bulk	压测条目
U+6159	U+0076	synthetic.bulk	压测条目
U+615A	U+0077	synthetic.bulk	压测条目
U+615B	U+0078	synthetic.bulk	压测条目
U+615C	U+0079	synthetic.bulk	压测条目
U+615D	U+007A	synthetic.bulk	压测条目
U+615E	U+0030	synthetic.bulk	压测条目
U+615F	U+0031	synthetic.bulk	压测条目
U+6160	U+0032	synthetic.bulk	压测条目
U+6161	U+0033	synthetic.bulk	压测条目
U+6162	U+0034	synthetic.bulk	压测条目
U+6163	U+0035	synthetic.bulk	压测条目
U+6164	U+0036	synthetic.bulk	压测条目
U+6165	U+0037	synthetic.bulk	压测条目
U+6166	U+0038	synthetic.bulk	压测条目
U+6167	U+0039	synthetic.bulk	压测条目
U+6168	U+0061	synthetic.bulk	压测条目
U+6169	U+0062	synthetic.bulk	压测条目
U+616A	U+0063	synthetic.bulk	压测条目
U+616B	U+0064	synthetic.bulk	压测条目
U+616C	U+0065	synthetic.bulk	压测条目
U+616D	U+0066	synthetic.bulk	压测条目
U+616E	U+0067	synthetic.bulk	压测条目
U+616F	U+0068	synthetic.bulk	压测条目
U+6170	U+0069	synthetic.bulk	压测条目
U+6171	U+006A	synthetic.bulk	压测条目
U+6172	U+006B	synthetic.bulk	压测条目
U+6173	U+006C	synthetic.bulk	压测条目
U+6174	U+006D	synthetic.bulk	压测条目
U+6175	U+006E	synthetic.bulk	压测条目
U+6176	U+006F	synthetic.bulk	压测条目
U+6177	U+0070	synthetic.bulk	压测条目
U+6178	U+0071	synthetic.bulk	压测条目
U+6179	U+0072	synthetic.bulk	压测条目
U+617A	U+0073	synthetic.bulk	压测条目
U+617B	U+0074	synthetic.bulk	压测条目
U+617C	U+0075	synthetic.bulk	压测条目
U+617D	U+0076	synthetic.bulk	压测条目
U+617E	U+0077	synthetic.bulk	压测条目
U+617F	U+0078	synthetic.bulk	压测条目
U+6180	U+0079	synthetic.bulk	压测条目
U+6181	U+007A	synthetic.bulk	压测条目
U+6182	U+0030	synthetic.bulk	压测条目
U+6183	U+0031	synthetic.bulk	压测条目
U+6184	U+0032	synthetic.bulk	压测条目
U+6185	U+0033	synthetic.bulk	压测条目
U+6186	U+0034	synthetic.bulk	压测条目
U+6187	U+0035	synthetic.bulk	压测条目
U+6188	U+0036	synthetic.bulk	压测条目
U+6189	U+0037	synthetic.bulk	压测条目
U+618A	U+0038	synthetic.bulk	压测条目
U+618B	U+0039	synthetic.bulk	压测条目
U+618C	U+0061	synthetic.bulk	压测条目
U+618D	U+0062	synthetic.bulk	压测条目
U+618E	U+0063	synthetic.bulk	压测条目
U+618F	U+0064	synthetic.bulk	压测条目
U+6190	U+0065	synthetic.bulk	压测条目
U+6191	U+0066	synthetic.bulk	压测条目
U+6192	U+0067	synthetic.bulk	压测条目
U+6193	U+0068	synthetic.bulk	压测条目
U+6194	U+0069	synthetic.bulk	压测条目
U+6195	U+006A	synthetic.bulk	压测条目
U+6196	U+006B	synthetic.bulk	压测条目
U+6197	U+006C	synthetic.bulk	压测条目
U+6198	U+006D	synthetic.bulk	压测条目
U+6199	U+006E	synthetic.bulk	压测条目
U+619A	U+006F	synthetic.bulk	压测条目
U+619B	U+0070	synthetic.bulk	压测条目
U+619C	U+0071	synthetic.bulk	压测条目
U+619D	U+0072	synthetic.bulk	压测条目
U+619E	U+0073	synthetic.bulk	压测条目
U+619F	U+0074	synthetic.bulk	压测条目
U+61A0	U+0075	synthetic.bulk	压测条目
U+61A1	U+0076	synthetic.bulk	压测条目
U+61A2	U+0077	synthetic.bulk	压测条目
U+61A3	U+0078	synthetic.bulk	压测条目
U+61A4	U+0079	synthetic.bulk	压测条目
U+61A5	U+007A	synthetic.bulk	压测条目
U+61A6	U+0030	synthetic.bulk	压测条目
U+61A7	U+0031	synthetic.bulk	压测条目
U+61A8	U+0032	synthetic.bulk	压测条目
U+61A9	U+0033	synthetic.bulk	压测条目
U+61AA	U+0034	synthetic.bulk	压测条目
U+61AB	U+0035	synthetic.bulk	压测条目
U+61AC	U+0036	synthetic.bulk	压测条目
U+61AD	U+0037	synthetic.bulk	压测条目
U+61AE	U+0038	synthetic.bulk	压测条目
U+61AF	U+0039	synthetic.bulk	压测条目
U+61B0	U+0061	synthetic.bulk	压测条目
U+61B1	U+0062	synthetic.bulk	压测条目
U+61B2	U+0063	synthetic.bulk	压测条目
U+61B3	U+0064	synthetic.bulk	压测条目
U+61B4	U+0065	synthetic.bulk	压测条目
U+61B5	U+0066	synthetic.bulk	压测条目
U+61B6	U+0067	synthetic.bulk	压测条目
U+61B7	U+0068	synthetic.bulk	压测条目
U+61B8	U+0069	synthetic.bulk	压测条目
U+61B9	U+006A	synthetic.bulk	压测条目
U+61BA	U+006B	synthetic.bulk	压测条目
U+61BB	U+006C	synthetic.bulk	压测条目
U+61BC	U+006D	synthetic.bulk	压测条目
U+61BD	U+006E	synthetic.bulk	压测条目
U+61BE	U+006F	synthetic.bulk	压测条目
U+61BF	U+0070	synthetic.bulk	压测条目
U+61C0	U+0071	synthetic.bulk	压测条目
U+61C1	U+0072	synthetic.bulk	压测条目
U+61C2	U+0073	synthetic.bulk	压测条目
U+61C3	U+0074	synthetic.bulk	压测条目
U+61C4	U+0075	synthetic.bulk	压测条目
U+61C5	U+0076	synthetic.bulk	压测条目
U+61C6	U+0077	synthetic.bulk	压测条目
U+61C7	U+0078	synthetic.bulk	压测条目
U+61C8	U+0079	synthetic.bulk	压测条目
U+61C9	U+007A	synthetic.bulk	压测条目
U+61CA	U+0030	synthetic.bulk	压测条目
U+61CB	U+0031	synthetic.bulk	压测条目
U+61CC	U+0032	synthetic.bulk	压测条目
U+61CD	U+0033	synthetic.bulk	压测条目
U+61CE	U+0034	synthetic.bulk	压测条目
U+61CF	U+0035	synthetic.bulk	压测条目
U+61D0	U+0036	synthetic.bulk	压测条目
U+61D1	U+0037	synthetic.bulk	压测条目
U+61D2	U+0038	synthetic.bulk	压测条目
U+61D3	U+0039	synthetic.bulk	压测条目
U+61D4	U+0061	synthetic.bulk	压测条目
U+61D5	U+0062	synthetic.bulk	压测条目
U+61D6	U+0063	synthetic.bulk	压测条目
U+61D7	U+0064	synthetic.bulk	压测条目
U+61D8	U+0065	synthetic.bulk	压测条目
U+61D9	U+0066	synthetic.bulk	压测条目
U+61DA	U+0067	synthetic.bulk	压测条目
U+61DB	U+0068	synthetic.bulk	压测条目
U+61DC	U+0069	synthetic.bulk	压测条目
U+61DD	U+006A	synthetic.bulk	压测条目
U+61DE	U+006B	synthetic.bulk	压测条目
U+61DF	U+006C	synthetic.bulk	压测条目
U+61E0	U+006D	synthetic.bulk	压测条目
U+61E1	U+006E	synthetic.bulk	压测条目
U+61E2	U+006F	synthetic.bulk	压测条目
U+61E3	U+0070	synthetic.bulk	压测条目
U+61E4	U+0071	synthetic.bulk	压测条目
U+61E5	U+0072	synthetic.bulk	压测条目
U+61E6	U+0073	synthetic.bulk	压测条目
U+61E7	U+0074	synthetic.bulk	压测条目
U+61E8	U+0075	synthetic.bulk	压测条目
U+61E9	U+0076	synthetic.bulk	压测条目
U+61EA	U+0077	synthetic.bulk	压测条目
U+61EB	U+0078	synthetic.bulk	压测条目
U+61EC	U+0079	synthetic.bulk	压测条目
U+61ED	U+007A	synthetic.bulk	压测条目
U+61EE	U+0030	synthetic.bulk	压测条目
U+61EF	U+0031	synthetic.bulk	压测条目
U+61F0	U+0032	synthetic.bulk	压测条目
U+61F1	U+0033	synthetic.bulk	压测条目
U+61F2	U+0034	synthetic.bulk	压测条目
U+61F3	U+0035	synthetic.bulk	压测条目
U+61F4	U+0036	synthetic.bulk	压测条目
U+61F5	U+0037	synthetic.bulk	压测条目
U+61F6	U+0038	synthetic.bulk	压测条目
U+61F7	U+0039	synthetic.bulk	压测条目
U+61F8	U+0061	synthetic.bulk	压测条目
U+61F9	U+0062	synthetic.bulk	压测条目
U+61FA	U+0063	synthetic.bulk	压测条目
U+61FB	U+0064	synthetic.bulk	压测条目
U+61FC	U+0065	synthetic.bulk	压测条目
U+61FD	U+0066	synthetic.bulk	压测条目
U+61FE	U+0067	synthetic.bulk	压测条目
U+61FF	U+0068	synthetic.bulk	压测条目
U+6200	U+0069	synthetic.bulk	压测条目
U+6201	U+006A	synthetic.bulk	压测条目
U+6202	U+006B	synthetic.bulk	压测条目
U+6203	U+006C	synthetic.bulk	压测条目
U+6204	U+006D	synthetic.bulk	压测条目
U+6205	U+006E	synthetic.bulk	压测条目
U+6206	U+006F	synthetic.bulk	压测条目
U+6207	U+0070	synthetic.bulk	压测条目
U+6208	U+0071	synthetic.bulk	压测条目
U+6209	U+0072	synthetic.bulk	压测条目
U+620A	U+0073	synthetic.bulk	压测条目
U+620B	U+0074	synthetic.bulk	压测条目
U+620C	U+0075	synthetic.bulk	压测条目
U+620D	U+0076	synthetic.bulk	压测条目
U+620E	U+0077	synthetic.bulk	压测条目
U+620F	U+0078	synthetic.bulk	压测条目
U+6210	U+0079	synthetic.bulk	压测条目
U+6211	U+007A	synthetic.bulk	压测条目
U+6212	U+0030	synthetic.bulk	压测条目
U+6213	U+0031	synthetic.bulk	压测条目
U+6214	U+0032	synthetic.bulk	压测条目
U+6215	U+0033	synthetic.bulk	压测条目
U+6216	U+0034	synthetic.bulk	压测条目
U+6217	U+0035	synthetic.bulk	压测条目
U+6218	U+0036	synthetic.bulk	压测条目
U+6219	U+0037	synthetic.bulk	压测条目
U+621A	U+0038	synthetic.bulk	压测条目
U+621B	U+0039	synthetic.bulk	压测条目
U+621C	U+0061	synthetic.bulk	压测条目
U+621D	U+0062	synthetic.bulk	压测条目
U+621E	U+0063	synthetic.bulk	压测条目
U+621F	U+0064	synthetic.bulk	压测条目
U+6220	U+0065	synthetic.bulk	压测条目
U+6221	U+0066	synthetic.bulk	压测条目
U+6222	U+0067	synthetic.bulk	压测条目
U+6223	U+0068	synthetic.bulk	压测条目
U+6224	U+0069	synthetic.bulk	压测条目
U+6225	U+006A	synthetic.bulk	压测条目
U+6226	U+006B	synthetic.bulk	压测条目
U+6227	U+006C	synthetic.bulk	压测条目
U+6228	U+006D	synthetic.bulk	压测条目
U+6229	U+006E	synthetic.bulk	压测条目
U+622A	U+006F	synthetic.bulk	压测条目
U+622B	U+0070	synthetic.bulk	压测条目
U+622C	U+0071	synthetic.bulk	压测条目
U+622D	U+0072	synthetic.bulk	压测条目
U+622E	U+0073	synthetic.bulk	压测条目
U+622F	U+0074	synthetic.bulk	压测条目
U+6230	U+0075	synthetic.bulk	压测条目
U+6231	U+0076	synthetic.bulk	压测条目
U+6232	U+0077	synthetic.bulk	压测条目
U+6233	U+0078	synthetic.bulk	压测条目
U+6234	U+0079	synthetic.bulk	压测条目
U+6235	U+007A	synthetic.bulk	压测条目
U+6236	U+0030	synthetic.bulk	压测条目
U+6237	U+0031	synthetic.bulk	压测条目
U+6238	U+0032	synthetic.bulk	压测条目
U+6239	U+0033	synthetic.bulk	压测条目
U+623A	U+0034	synthetic.bulk	压测条目
U+623B	U+0035	synthetic.bulk	压测条目
U+623C	U+0036	synthetic.bulk	压测条目
U+623D	U+0037	synthetic.bulk	压测条目
U+623E	U+0038	synthetic.bulk	压测条目
U+623F	U+0039	synthetic.bulk	压测条目
U+6240	U+0061	synthetic.bulk	压测条目
U+6241	U+0062	synthetic.bulk	压测条目
U+6242	U+0063	synthetic.bulk	压测条目
U+6243	U+0064	synthetic.bulk	压测条目
U+6244	U+0065	synthetic.bulk	压测条目
U+6245	U+0066	synthetic.bulk	压测条目
U+6246	U+0067	synthetic.bulk	压测条目
U+6247	U+0068	synthetic.bulk	压测条目
U+6248	U+0069	synthetic.bulk	压测条目
U+6249	U+006A	synthetic.bulk	压测条目
U+624A	U+006B	synthetic.bulk	压测条目
U+624B	U+006C	synthetic.bulk	压测条目
U+624C	U+006D	synthetic.bulk	压测条目
U+624D	U+006E	synthetic.bulk	压测条目
U+624E	U+006F	synthetic.bulk	压测条目
U+624F	U+0070	synthetic.bulk	压测条目
U+6250	U+0071	synthetic.bulk	压测条目
U+6251	U+0072	synthetic.bulk	压测条目
U+6252	U+0073	synthetic.bulk	压测条目
U+6253	U+0074	synthetic.bulk	压测条目
U+6254	U+0075	synthetic.bulk	压测条目
U+6255	U+0076	synthetic.bulk	压测条目
U+6256	U+0077	synthetic.bulk	压测条目
U+6257	U+0078	synthetic.bulk	压测条目
U+6258	U+0079	synthetic.bulk	压测条目
U+6259	U+007A	synthetic.bulk	压测条目
U+625A	U+0030	synthetic.bulk	压测条目
U+625B	U+0031	synthetic.bulk	压测条目
U+625C	U+0032	synthetic.bulk	压测条目
U+625D	U+0033	synthetic.bulk	压测条目
U+625E	U+0034	synthetic.bulk	压测条目
U+625F	U+0035	synthetic.bulk	压测条目
U+6260	U+0036	synthetic.bulk	压测条目
U+6261	U+0037	synthetic.bulk	压测条目
U+6262	U+0038	synthetic.bulk	压测条目
U+6263	U+0039	synthetic.bulk	压测条目
U+6264	U+0061	synthetic.bulk	压测条目
U+6265	U+0062	synthetic.bulk	压测条目
U+6266	U+0063	synthetic.bulk	压测条目
U+6267	U+0064	synthetic.bulk	压测条目
U+6268	U+0065	synthetic.bulk	压测条目
U+6269	U+0066	synthetic.bulk	压测条目
U+626A	U+0067	synthetic.bulk	压测条目
U+626B	U+0068	synthetic.bulk	压测条目
U+626C	U+0069	synthetic.bulk	压测条目
U+626D	U+006A	synthetic.bulk	压测条目
U+626E	U+006B	synthetic.bulk	压测条目
U+626F	U+006C	synthetic.bulk	压测条目
U+6270	U+006D	synthetic.bulk	压测条目
U+6271	U+006E	synthetic.bulk	压测条目
U+6272	U+006F	synthetic.bulk	压测条目
U+6273	U+0070	synthetic.bulk	压测条目
U+6274	U+0071	synthetic.bulk	压测条目
U+6275	U+0072	synthetic.bulk	压测条目
U+6276	U+0073	synthetic.bulk	压测条目
U+6277	U+0074	synthetic.bulk	压测条目
U+6278	U+0075	synthetic.bulk	压测条目
U+6279	U+0076	synthetic.bulk	压测条目
U+627A	U+0077	synthetic.bulk	压测条目
U+627B	U+0078	synthetic.bulk	压测条目
U+627C	U+0079	synthetic.bulk	压测条目
U+627D	U+007A	synthetic.bulk	压测条目
U+627E	U+0030	synthetic.bulk	压测条目
U+627F	U+0031	synthetic.bulk	压测条目
U+6280	U+0032	synthetic.bulk	压测条目
U+6281	U+0033	synthetic.bulk	压测条目
U+6282	U+0034	synthetic.bulk	压测条目
U+6283	U+0035	synthetic.bulk	压测条目
U+6284	U+0036	synthetic.bulk	压测条目
U+6285	U+0037	synthetic.bulk	压测条目
U+6286	U+0038	synthetic.bulk	压测条目
U+6287	U+0039	synthetic.bulk	压测条目
U+6288	U+0061	synthetic.bulk	压测条目
U+6289	U+0062	synthetic.bulk	压测条目
U+628A	U+0063	synthetic.bulk	压测条目
U+628B	U+0064	synthetic.bulk	压测条目
U+628C	U+0065	synthetic.bulk	压测条目
U+628D	U+0066	synthetic.bulk	压测条目
U+628E	U+0067	synthetic.bulk	压测条目
U+628F	U+0068	synthetic.bulk	压测条目
U+6290	U+0069	synthetic.bulk	压测条目
U+6291	U+006A	synthetic.bulk	压测条目
U+6292	U+006B	synthetic.bulk	压测条目
U+6293	U+006C	synthetic.bulk	压测条目
U+6294	U+006D	synthetic.bulk	压测条目
U+6295	U+006E	synthetic.bulk	压测条目
U+6296	U+006F	synthetic.bulk	压测条目
U+6297	U+0070	synthetic.bulk	压测条目
U+6298	U+0071	synthetic.bulk	压测条目
U+6299	U+0072	synthetic.bulk	压测条目
U+629A	U+0073	synthetic.bulk	压测条目
U+629B	U+0074	synthetic.bulk	压测条目
U+629C	U+0075	synthetic.bulk	压测条目
U+629D	U+0076	synthetic.bulk	压测条目
U+629E	U+0077	synthetic.bulk	压测条目
U+629F	U+0078	synthetic.bulk	压测条目
U+62A0	U+0079	synthetic.bulk	压测条目
U+62A1	U+007A	synthetic.bulk	压测条目
U+62A2	U+0030	synthetic.bulk	压测条目
U+62A3	U+0031	synthetic.bulk	压测条目
U+62A4	U+0032	synthetic.bulk	压测条目
U+62A5	U+0033	synthetic.bulk	压测条目
U+62A6	U+0034	synthetic.bulk	压测条目
U+62A7	U+0035	synthetic.bulk	压测条目
U+62A8	U+0036	synthetic.bulk	压测条目
U+62A9	U+0037	synthetic.bulk	压测条目
U+62AA	U+0038	synthetic.bulk	压测条目
U+62AB	U+0039	synthetic.bulk	压测条目
U+62AC	U+0061	synthetic.bulk	压测条目
U+62AD	U+0062	synthetic.bulk	压测条目
U+62AE	U+0063	synthetic.bulk	压测条目
U+62AF	U+0064	synthetic.bulk	压测条目
U+62B0	U+0065	synthetic.bulk	压测条目
U+62B1	U+0066	synthetic.bulk	压测条目
U+62B2	U+0067	synthetic.bulk	压测条目
U+62B3	U+0068	synthetic.bulk	压测条目
U+62B4	U+0069	synthetic.bulk	压测条目
U+62B5	U+006A	synthetic.bulk	压测条目
U+62B6	U+006B	synthetic.bulk	压测条目
U+62B7	U+006C	synthetic.bulk	压测条目
U+62B8	U+006D	synthetic.bulk	压测条目
U+62B9	U+006E	synthetic.bulk	压测条目
U+62BA	U+006F	synthetic.bulk	压测条目
U+62BB	U+0070	synthetic.bulk	压测条目
U+62BC	U+0071	synthetic.bulk	压测条目
U+62BD	U+0072	synthetic.bulk	压测条目
U+62BE	U+0073	synthetic.bulk	压测条目
U+62BF	U+0074	synthetic.bulk	压测条目
U+62C0	U+0075	synthetic.bulk	压测条目
U+62C1	U+0076	synthetic.bulk	压测条目
U+62C2	U+0077	synthetic.bulk	压测条目
U+62C3	U+0078	synthetic.bulk	压测条目
U+62C4	U+0079	synthetic.bulk	压测条目
U+62C5	U+007A	synthetic.bulk	压测条目
U+62C6	U+0030	synthetic.bulk	压测条目
U+62C7	U+0031	synthetic.bulk	压测条目
U+62C8	U+0032	synthetic.bulk	压测条目
U+62C9	U+0033	synthetic.bulk	压测条目
U+62CA	U+0034	synthetic.bulk	压测条目
U+62CB	U+0035	synthetic.bulk	压测条目
U+62CC	U+0036	synthetic.bulk	压测条目
U+62CD	U+0037	synthetic.bulk	压测条目
U+62CE	U+0038	synthetic.bulk	压测条目
U+62CF	U+0039	synthetic.bulk	压测条目
U+62D0	U+0061	synthetic.bulk	压测条目
U+62D1	U+0062	synthetic.bulk	压测条目
U+62D2	U+0063	synthetic.bulk	压测条目
U+62D3	U+0064	synthetic.bulk	压测条目
U+62D4	U+0065	synthetic.bulk	压测条目
U+62D5	U+0066	synthetic.bulk	压测条目
U+62D6	U+0067	synthetic.bulk	压测条目
U+62D7	U+0068	synthetic.bulk	压测条目
U+62D8	U+0069	synthetic.bulk	压测条目
U+62D9	U+006A	synthetic.bulk	压测条目
U+62DA	U+006B	synthetic.bulk	压测条目
U+62DB	U+006C	synthetic.bulk	压测条目
U+62DC	U+006D	synthetic.bulk	压测条目
U+62DD	U+006E	synthetic.bulk	压测条目
U+62DE	U+006F	synthetic.bulk	压测条目
U+62DF	U+0070	synthetic.bulk	压测条目
U+62E0	U+0071	synthetic.bulk	压测条目
U+62E1	U+0072	synthetic.bulk	压测条目
U+62E2	U+0073	synthetic.bulk	压测条目
U+62E3	U+0074	synthetic.bulk	压测条目
U+62E4	U+0075	synthetic.bulk	压测条目
U+62E5	U+0076	synthetic.bulk	压测条目
U+62E6	U+0077	synthetic.bulk	压测条目
U+62E7	U+0078	synthetic.bulk	压测条目
U+62E8	U+0079	synthetic.bulk	压测条目
U+62E9	U+007A	synthetic.bulk	压测条目
U+62EA	U+0030	synthetic.bulk	压测条目
U+62EB	U+0031	synthetic.bulk	压测条目
U+62EC	U+0032	synthetic.bulk	压测条目
U+62ED	U+0033	synthetic.bulk	压测条目
U+62EE	U+0034	synthetic.bulk	压测条目
U+62EF	U+0035	synthetic.bulk	压测条目
U+62F0	U+0036	synthetic.bulk	压测条目
U+62F1	U+0037	synthetic.bulk	压测条目
U+62F2	U+0038	synthetic.bulk	压测条目
U+62F3	U+0039	synthetic.bulk	压测条目
U+62F4	U+0061	synthetic.bulk	压测条目
U+62F5	U+0062	synthetic.bulk	压测条目
U+62F6	U+0063	synthetic.bulk	压测条目
U+62F7	U+0064	synthetic.bulk	压测条目
U+62F8	U+0065	synthetic.bulk	压测条目
U+62F9	U+0066	synthetic.bulk	压测条目
U+62FA	U+0067	synthetic.bulk	压测条目
U+62FB	U+0068	synthetic.bulk	压测条目
U+62FC	U+0069	synthetic.bulk	压测条目
U+62FD	U+006A	synthetic.bulk	压测条目
U+62FE	U+006B	synthetic.bulk	压测条目
U+62FF	U+006C	synthetic.bulk	压测条目
U+6300	U+006D	synthetic.bulk	压测条目
U+6301	U+006E	synthetic.bulk	压测条目
U+6302	U+006F	synthetic.bulk	压测条目
U+6303	U+0070	synthetic.bulk	压测条目
U+6304	U+0071	synthetic.bulk	压测条目
U+6305	U+0072	synthetic.bulk	压测条目
U+6306	U+0073	synthetic.bulk	压测条目
U+6307	U+0074	synthetic.bulk	压测条目
U+6308	U+0075	synthetic.bulk	压测条目
U+6309	U+0076	synthetic.bulk	压测条目
U+630A	U+0077	synthetic.bulk	压测条目
U+630B	U+0078	synthetic.bulk	压测条目
U+630C	U+0079	synthetic.bulk	压测条目
U+630D	U+007A	synthetic.bulk	压测条目
U+630E	U+0030	synthetic.bulk	压测条目
U+630F	U+0031	synthetic.bulk	压测条目
U+6310	U+0032	synthetic.bulk	压测条目
U+6311	U+0033	synthetic.bulk	压测条目
U+6312	U+0034	synthetic.bulk	压测条目
U+6313	U+0035	synthetic.bulk	压测条目
U+6314	U+0036	synthetic.bulk	压测条目
U+6315	U+0037	synthetic.bulk	压测条目
U+6316	U+0038	synthetic.bulk	压测条目
U+6317	U+0039	synthetic.bulk	压测条目
U+6318	U+0061	synthetic.bulk	压测条目
U+6319	U+0062	synthetic.bulk	压测条目
U+631A	U+0063	synthetic.bulk	压测条目
U+631B	U+0064	synthetic.bulk	压测条目
U+631C	U+0065	synthetic.bulk	压测条目
U+631D	U+0066	synthetic.bulk	压测条目
U+631E	U+0067	synthetic.bulk	压测条目
U+631F	U+0068	synthetic.bulk	压测条目
U+6320	U+0069	synthetic.bulk	压测条目
U+6321	U+006A	synthetic.bulk	压测条目
U+6322	U+006B	synthetic.bulk	压测条目
U+6323	U+006C	synthetic.bulk	压测条目
U+6324	U+006D	synthetic.bulk	压测条目
U+6325	U+006E	synthetic.bulk	压测条目
U+6326	U+006F	synthetic.bulk	压测条目
U+6327	U+0070	synthetic.bulk	压测条目
U+6328	U+0071	synthetic.bulk	压测条目
U+6329	U+0072	synthetic.bulk	压测条目
U+632A	U+0073	synthetic.bulk	压测条目
U+632B	U+0074	synthetic.bulk	压测条目
U+632C	U+0075	synthetic.bulk	压测条目
U+632D	U+0076	synthetic.bulk	压测条目
U+632E	U+0077	synthetic.bulk	压测条目
U+632F	U+0078	synthetic.bulk	压测条目
U+6330	U+0079	synthetic.bulk	压测条目
U+6331	U+007A	synthetic.bulk	压测条目
U+6332	U+0030	synthetic.bulk	压测条目
U+6333	U+0031	synthetic.bulk	压测条目
U+6334	U+0032	synthetic.bulk	压测条目
U+6335	U+0033	synthetic.bulk	压测条目
U+6336	U+0034	synthetic.bulk	压测条目
U+6337	U+0035	synthetic.bulk	压测条目
U+6338	U+0036	synthetic.bulk	压测条目
U+6339	U+0037	synthetic.bulk	压测条目
U+633A	U+0038	synthetic.bulk	压测条目
U+633B	U+0039	synthetic.bulk	压测条目
U+633C	U+0061	synthetic.bulk	压测条目
U+633D	U+0062	synthetic.bulk	压测条目
U+633E	U+0063	synthetic.bulk	压测条目
U+633F	U+0064	synthetic.bulk	压测条目
U+6340	U+0065	synthetic.bulk	压测条目
U+6341	U+0066	synthetic.bulk	压测条目
U+6342	U+0067	synthetic.bulk	压测条目
U+6343	U+0068	synthetic.bulk	压测条目
U+6344	U+0069	synthetic.bulk	压测条目
U+6345	U+006A	synthetic.bulk	压测条目
U+6346	U+006B	synthetic.bulk	压测条目
U+6347	U+006C	synthetic.bulk	压测条目
U+6348	U+006D	synthetic.bulk	压测条目
U+6349	U+006E	synthetic.bulk	压测条目
U+634A	U+006F	synthetic.bulk	压测条目
U+634B	U+0070	synthetic.bulk	压测条目
U+634C	U+0071	synthetic.bulk	压测条目
U+634D	U+0072	synthetic.bulk	压测条目
U+634E	U+0073	synthetic.bulk	压测条目
U+634F	U+0074	synthetic.bulk	压测条目
U+6350	U+0075	synthetic.bulk	压测条目
U+6351	U+0076	synthetic.bulk	压测条目
U+6352	U+0077	synthetic.bulk	压测条目
U+6353	U+0078	synthetic.bulk	压测条目
U+6354	U+0079	synthetic.bulk	压测条目
U+6355	U+007A	synthetic.bulk	压测条目
U+6356	U+0030	synthetic.bulk	压测条目
U+6357	U+0031	synthetic.bulk	压测条目
U+6358	U+0032	synthetic.bulk	压测条目
U+6359	U+0033	synthetic.bulk	压测条目
U+635A	U+0034	synthetic.bulk	压测条目
